ID,Puzzle,Difficulty
2773,...46.5....8.51..26.17......9.....8.4...8.....75.1...39......65.84..........4..9.,2.8
2774,7......6..1.5.....8.932.........4...4.276..9..67.9........4..2.2.....815.....8..4,2.8
2775,1.....76......7.3..3..6...9916.....3.5.28..7.2.....9......4....3.459....7.5..6.9.,2.8
2776,.4...1..5....67.9.3.7.........3.5..4.5.79...6....1.9..5....8.63..9...8....4......,2.8
2777,.2....5.9.6...5...1...3...659....8.....789.....1........5..1.6......34214..96....,2.8
2778,..9..1..53..85.6...1..9....4....5.9.16..2...3.9.46..87........2..41............5.,2.8
2779,..2...4684.76................18..........715..56..3....3.7..2..7....5.9..94..1...,2.8
2780,..54....7......3.4....5....538.9...1...5.....2.9..7..6...84..1.8..76.4....13...6.,2.8
2781,.51....94..6....7.4......3...7..4......29....2..51...7...65...1.6...3...38.1..5..,2.8
2782,9.47.26...7..1..2...............8...7.134...8.4..9...72.9....3...3...2...1....4.5,2.8
2783,......63.6.9...14......3...5..1....9..3....82.74..2.....26....1..8..4......7.....,2.8
2784,.2.9..4.....1..3..4.1.....5..2..4..61..82.5.9.......8......3..8948.........29..7.,2.8
2785,.4.....9..2....3.66.59..........2...5..37.4....186.7....7.81.65.........2...5..7.,2.8
2786,....12.5..6......4.9....61.2.3..5.........3....5.4..2.1.7...9.....8....1..9.3...6,2.8
2787,....9...88.1..4.6..7.......2..94.3..6....8.....3....51.2...5.7.....8..1.3.....84.,2.8
2788,.4...23.......5..9.9....1544........97....8...1.689.45......2.8.8..1.........4.1.,2.8
2789,.5...7...8....3..56..9...2..47.6..8.....9...72...8..5..9.4.....5.....49.7.......1,2.8
2790,.......6.827.4.9..54............9......6..87.7....2195.5..9.2.....4.....3.2..5...,2.8
2791,.85.7..1.3..4..8..9.........9....3686.......7.7...25.....13.7...2..68.3.....24...,2.8
2792,4....6.....59......9.1754...5.8.7....1..2.7.8..351.....8......47.............2.1.,2.8
2793,..3..9..5...4.....9..2...4.2......8..9.7.4........3.69..5......3....29.7....6.1..,2.8
2794,4..6.....37..8...5..89..7..9.....26...5....78.2..1......3..1.9.56...9.8.1...3....,2.8
2795,5.9..68...3.1..52........61....4.37....6.......8.5...2196..5.....7......28.3.....,2.8
2796,....962.......7.5....3.1.6716........28.7....5..2..3...7........3.46..8.......9..,2.8
2797,..6..58.....8.6...2.49...........6.5.28...3.1..35..9...4..37..9.31.............4.,2.8
2798,.........4.2.6...1..14.5.2.38..9..........3.9.5....187....487.....2...4..9.......,2.8
2799,.....25...2..7..6.8...49....7...5..9..8.6.3..135......6..4....8.4.1..7.3.........,2.8
2800,.38.....27..4.....9.4..8...476..93.8...18.4........5...1.....565..3.6........123.,2.8
2801,72......6...6........8.537....5.42..3......8..12....9......6.59.7..48....3.1...4.,2.8
2802,.7.6.2.......5...34.87..6.......8.19...17......4..98.5.8..1....5...3..4.......3..,2.8
2803,4.86....77..5........1..6..5...2..9...4..3...3...9..8........5......61....7...3.8,2.8
2804,9..5.3........8..1465....3.5..........9.87...82.3...69.....1.......9.1.6.....67.8,2.8
2805,.....3......5.8..1.9..1.....57..1..6..6.......3..4.9.87..45....4.....6....1.8.3.4,2.8
2806,..1.7.....2...41..5.81.....8....1...9..7.8.2..6.5.2..3..49..7..2..........98..6..,2.8
2807,3....91.....3..5......5..28..72.4........1.....6.9..4..4.....9.9..56..3.75....8..,2.8
2808,.1.26....6.8..........4.61...36.....25..3.4....9..8...3.......2.....39.5.7..5..6.,2.8
2809,8.....4..1...4..38....679......8.6.....3..2.......5.1...7...35.....7.....692.....,2.8
2810,6.2..8....71.3..2..9..6...1.58...1.....9...7.....8.25.1....7.92...6.....9.5...86.,2.8
2811,.4...9..8..1....6...2..39.5..5.76...7.........3.2........6....34..8...72.9..32...,2.8
2812,..27..........4...87.1......3..86.5.........9...3.5.4...48..1..5....3.....1.9...3,2.8
2813,.8...26.....3.92....6.8..1...974...35....39...........14.8....6....3....7.....1.4,2.8
2814,4...6.2....78........9..84.7...2...5..2.....694......7..........6.2.1....9..83.14,2.8
2815,4.....65.57..1..9..1..9...8...8..3.97............53....41..9.83...........853..7.,2.8
2816,..94.....5....342.6...1........6..48.3.....5...41......9......3...25.....7..4.29.,2.8
2817,..1...64.....5....9.....2..1...6....68.1.459..3...7........13.7.1457..8......6.24,2.8
2818,2..9.3.1.4.5.......1..48.3..6.......8...2.6...59....78.........5..4.1.9...8.96...,2.8
2819,1....4.38........2583.9.....5......1...62....43...5.7.7....39.5..4...3.....7.....,2.8
2820,.3....6.4...8.6...1..4.35..89.2.........7..25.5......13.........7..9.1....96....7,2.8
2821,..3.5794..1...2........3.7.....8...482.......1.59..86.......5.........89.7..49...,2.8
2822,98.1...5...7.5...1.....9.43....97..2...52.4...3.......5.2........1....79.9..86...,2.8
2823,..38.425........9....36....9....74.2.1.......78.9....1.4.2....6....7....8..4...3.,2.8
2824,.75..8.4...35....6...3.429...74.9.3..49......8..2.........9..8...6............5.3,2.8
2825,........4....4.9.753...1..2....6.....1.5....9.....865....4....88.5.29...7....3.2.,2.8
2826,1.4..52.....38.6.....1....56.....48.2......3..31...9.....79......76.1..2.........,2.8
2827,.23.5.8....834....7.............6.97..4..7.8......536.8...1..3..7.6...54..2......,2.8
2828,.74...23..2.3.9.6.........1...2.8...76............3.15......5......2....8.15..4.3,2.8
2829,2.6.1.5..1...29....9.3..82....7.2.4.71..9.6......8....8...7..9........6..5.6.....,2.8
2830,962.81..34.3...................6..5.814.5.......8.2.7.13....9.6......1....59.....,2.8
2831,..38...4.7.....9.1.293........641...........261...7..4.9..5.8....7....2.....8.17.,2.8
2832,..8..4....25.....6....1.4......3.......2...9.21...9..4...9...48....6.7....372.6..,2.8
2833,..6...84...9.7......8.2.9.......9.5....68.2.4...2...7.9.4....6.37.5...........31.,2.8
2834,......95..4..31...7.1.6.4....6..53...98....7.....78..64..8....3.39........7..6...,2.8
2835,...7568.3......4...6...8.5..1.4......3.6.7...4.7.....2.935.......2...719......5..,2.8
2836,3....1..79.2....1....9..62....4..2.....2.3.8..3...5.....3.8..74..7..4....4..1..9.,2.8
2837,...92..........84.59..48........4..1.72..53..9..26....1......5....5...3.4.7..6...,2.8
2838,.6.9.....8.514.3....4.6..8.9..52....4....1..61....629.........4..12...........627,2.8
2839,.162.....2..14..3779.....6...........8375......1...4....2..4..3...3.7..1....6....,2.8
2840,.1..........1.8.4.6.94...8.32..5.6....8......1....27..2...........3974..9.6.....7,2.8
2841,......1......2......174.2...84...9..3....6.526...3.7......7..8.49...5.6.8........,2.8
2842,...5....1..3.....99.....428..97....21...94...47........9.2.1.54....5..8.2...8....,2.8
2843,3.....6...2.79..3..84.1....1.6.......4....5.....8.3.4.2....7....9.12.......9...57,2.8
2844,.....5...3..41...6.1....95...25..4....8....3..94.2658.5..96.8......4.....7....6.2,2.8
2845,....5.3.11.......643......5.9.....6....2..1....1.34..2.28.........5..8.95..1.7...,2.8
2846,.9.....6.8.....591....1....5.47.......8.2.71.1....9..2..34....9.7.8.3..........4.,2.8
2847,..3.8.......3.......2....87.....8.95.9.45..2..1...38..87.....5.13...49......6....,2.8
2848,..4...7...71....2...3..59.6......83.....17......39...23.25............671....45..,2.8
2849,........8....1369....5....1..8.39...24........5.8....6....4.3..16......73......42,2.8
2850,..29...17.....8......1..6.9.....2.4..3.....92.958...6...84..3..9..6.......7.5....,2.8
2851,....3...8....1.36..2.7......4....73.9....45..7..5.1.9...315...94......7..6.8..2..,2.8
2852,5.398.....9..2...5...3.7.1..6.....9.4.....8...3.8....6..9.....1.7.6...4....73..6.,2.8
2853,......852.718..6.4.2.......1..32....7.61.........6...1......5...58.3..9.6.9...7..,2.8
2854,7......41..38.1....8......32....316........84.9.58.......9..4...3.4...5.6.......7,2.8
2855,..4..9.7.....3.6..9..71...564.8..1.2..9.5...35.8....6......8.2.4...2...6..3...5..,2.8
2856,....7....97.28.........1.....8.65..1.5..273.4.....3....315....94.....2..7.....4.6,2.8
2857,7..6..4......4......98.5...8..97.2.5.3.4.....9....36..1.....9.8...72....56......2,2.8
2858,......65.2.....9..4.165..2..98..1.6..6347...............7.3..........1.8.2.....7.,2.8
2859,.5.3...72...1.....7..94...149..12..6.8.6............2....7.4...3.1......6......54,2.8
2860,5.6.........3.2.......879..........9.9...18...8.4...128...2...5.47.......6.....3.,2.8
2861,3......125...4.3...926..8...8....1..4.78.6......57..2....95.6..8.........3.....9.,2.8
2862,......6.1...86..7..2......9..5.....8.....7.1....9.4...8.9.5...643.6......7...8.4.,2.8
2863,1..36..2...59....1.37..1..831.....97..........74...38.....7...5.9...58.....1.....,2.8
2864,.....8.329....2.....2.4.1.9.14..386...7......5..18.....3.6.4.2.4......16..6......,2.8
2865,.....8.7.8..2.7..9.94...8.......4.53.3.59....2.5....41.........6.....2.5..176....,2.8
2866,9...1....5..4......2.7...9.....4.9.3...2...68.67..14...4...9.3....3.8..7..6...8..,2.8
2867,...........7.2....816.....4.2...6..9.4..5..23.5..7.8..2...8..7....1.......1.....6,2.8
2868,4.9..86....5..7..4....6....8..7..32......9.7....1..8....4....373............12...,2.8
2869,..9.47..2.......3863....1......3.9.....67......6.854........8..5..9......1....3.4,2.8
2870,..8.9...32.....84....5.62..53.....6...7....94.....5...41...2......14.....298.....,2.8
2871,.27.6.4.......4.8......7.......5694...9....5.14...3..82..8.....98.....3.5.3....1.,2.8
2872,5.47....1..3..16.71.....4...5.....7932..1....81.5.6........48........9.3...6.2...,2.8
2873,.4...32..35.....8.......57.2...1...45.96...........81...2..6..7....37...1..9....5,2.8
2874,2.4..9.....3.........51.6...8..5..4347.8..5........2..9...86...1.....8.......3..9,2.8
2875,............5.31.9..7.9.8.58..3..2...2......171.....9...4..85.6..8..1..2.72....4.,2.8
2876,..81....4...5..91.....36.2..4..9........1..72..37...8..71..4...8..3......2.....95,2.8
2877,..3.....8..49..6.........3161...2.5.5..1....2.2.....8.9..7..26...65......3..9.8..,2.8
2878,4...35.9..1.7...2......6.1......293....6....117..9......34......2......5..8.2....,2.8
2879,.42..91....35.........74..99.4...2...3...6..7..5.2...1...6..........23..5.7.1...4,2.8
2880,.9.2..6.......3..9.6..1.8....9....2....37......7....846.28......4...215.....5....,2.8
2881,.2..9......1...6.2..85.23......6.....6.8.52..51.........3.5..89.5..73............,2.8
2882,..85..29.1.28.3..47..9.....3...26.......9864..4........67.....5......43.......7.8,2.8
2883,.9......825........1.8...9...17..2.9.....671.....25.6.7...6.1.3.........9....7.5.,2.8
2884,...3.4.......29.6.6...5.2.....4.3.....8.153.4..6.......41...6.7.23....51......94.,2.8
2885,...26...7.....8....5...4..21.....83..7.......8.23.5..45.9.7...36..51.4........2..,2.8
2886,........2..2...43...56.1........3....2..19.7..8156.....6........53.8..27.9....6..,2.8
2887,.51.8....2..3....6......5.....97....62......7..7.1...331...4.6..4.....7...8.91...,2.8
2888,........9.2.8..15....47...........3...4.53.6.5..9...8179...12.3.1...8......2.....,2.8
2889,8..........4..7.6.7..51.4.3...7.1..26...4..5...9.......37...8.5...234..1.........,2.8
2890,......1.9..3.6.....5....7...6......4.9..15..8..4..2...27...3..554..2...7....9....,2.8
2891,8...5.1.9....9...7...2...8......2....56......7396..4..5.8..3......4....6.....6..2,2.8
2892,.......69..48...5..6.59...82...8...4.562.7......1.....1.2.5......3..14..4......8.,2.8
2893,.2.9...61.94...7.2.1.....8.1......2..894..3....7.53........7..5..........76..89..,2.8
2894,.2.85....6..7.321......2.59.62...3..7........3...61..5..643.9.....6.7....8.......,2.8
2895,..31.47.....96.3........5....431.8.9.....6...69...2..19.6......5.....9...8..4...2,2.8
2896,.5....9.......23..3.4..78.1.4..6.....681.........8316.......2.7..6.1..98.3.......,2.8
2897,........6.5...3....215.9.....281.5.........2.38.........7..6...9...3...1......7.8,2.8
2898,.....56..2..9..7...........17..83.4.....6...7..65.438.6....1....39.....5.4....8..,2.8
2899,.6.1...3.....95...9...8.6........584...7.....6.4...........235....5612..2.......9,2.8
2900,.9......6....4..8..8.265.791..8.7.3..6..........61.42.51......46.8........3...7..,2.8
2901,4..8.7.........6...713.......7...2...9...534......6..57.62.1.......8...4.2.....3.,2.8
2902,5.8...17..64.....8.1.....4.2....7..1........73..5.9......9.5.62...6....51...3....,2.8
2903,......7.49..2.4.6.72.3........5.687..8..2....6....8....1........7...3..12.....5.7,2.8
2904,85...4...1....6.....6.53.8....1......3....6.54.....8.9.4...2..3.......7.27.....9.,2.8
2905,.54....9.6...14..5.......8.....28..3..275....9..3..2.7.39.8.....2..3.4..8.5......,2.8
2906,....4.3.....9.8.26........72.......9....5.....452.9.3.....351...83..2.5.6...8....,2.8
2907,.9.2..6....34......8..39...3...61......5.27.1.......5....7..9..2.13...4..........,2.8
2908,.732....8....4.2........967..5..7..46...1........3..5...46..8.9..74.3....2.......,2.8
2909,...7..4.286.......24....5...3.8.49....9...23.6..........51......1..5.8.....96...7,2.8
2910,2.84..917..3..18.......7.2......2....8.7.....352...6..7.6.1..........1...2...5.89,2.8
2911,.6......3....4....8..53..2..94....5.......7.4.2..7..1.....264......831..23...5...,2.8
2912,8...2.17...2..1.6..5.......72..98.....4312...5......8..7.4..5...1.......4...8...6,2.8
2913,8.14.........2.4.8...3..1.69.....5.43......6..462........7....11..5.6..2.85.4.6..,2.8
2914,..5..7.3..7...6..16..8.....2.......3..4.5....56..719.......8.17.18..........43.8.,2.8
2915,.312.56.......45.....1...3.31.4...6..7..82.........4..1...4.3....67.....42...19..,2.8
2916,..51837...27..4...3........234.....71.....8..8.......2.....13.4.1..6....6....9...,2.8
2917,......4.5.36.....21....59.....9.....328......6...3..54...8.....89...3.4.....61.3.,2.8
2918,4.9.26..8.3....7........9.2348..7......6..5....53....9.2..4....8....1....61.....5,2.8
2919,...82..........96..84..7.......83...........9.61...53..9341.....12.............57,2.8
2920,9.5..4..7....2...3..1..8....93...7..2...4......46....5.....3.4....1...6.3.....9..,2.8
2921,.1..5....5......43....179...26.....11.5.9....39....6...6.8..7....9..4.......3...9,2.8
2922,.7..1......1..3.....4827...5..9.........7.3.4......9...3...24.16......2.2.....597,2.8
2923,.....7.936..5...7......2..113.7....4...86...5.5.4..3...7..5.4.2..........18......,2.8
2924,..9...7.5....3.8.......23..1........6..25...7.5.74..6...48.9.....8.....3.2...6...,2.8
2925,..5..2..1.1.....9.7.4..6........9.35.98....4.5...2.6.....8..5.7..6.......4.5.....,2.8
2926,5.7.3.....3.........45.9.7...9.1.6....8..3..1....97.2.2..9..43.....2.1.81....4...,2.8
2927,75.....4...............6..7..58...261.8.4....4...65..9......3....24........73.19.,2.8
2928,....6.2....4...783.15...6......3..2....42..39.....6......25....37..1.....9......8,2.8
2929,.3.8.9...1.....576..........7..........784.1...3....5.2.79......8.14...3.......2.,2.8
2930,..1..7....2.1.6....4.......4..93...23..4..56.2....8..9...3..7...35....2.8...2...1,2.8
2931,...6.....572.8....8.4.2..9...7..8.29.4.......1...3.......5......9.2...13....1.46.,2.8
2932,...3...974.....3...68...4...5.2.....7.......1..1.9.....4.75...9.3...6....1..8..7.,2.8
2933,.8......11.......5......94.4....35.6.38..54.....46..7.5.9.1......6.9..37.7...6...,2.8
2934,......72.9...6.1..15......8....3.......9..3..26.715.....78.4.3...5...9...4.6.....,2.8
2935,..7.......9.4...82..18.7.6....1.3.4.9.....1......8..7..4....2...2.93...5....28...,2.8
2936,5....4.6.....91.42....8...12...3...7..8....5.6..1...944..2.5...........316.......,2.8
2937,........53..6.9.8...4.21.7..76....3....3.5..8...2........4.....6..95....1.58.3.6.,2.8
2938,.4.......8.2.....7..7...6..6.5.8..2...87...61....29.4.7..34............2..1....5.,2.8
2939,...2...5.45......6..8..3....3....6....9..2.3...57..8.........9.98..6...32....54..,2.8
2940,.1.......75....2.9...3...56.9..73.......4.8...3..5.9.............96314....8..963.,2.8
2941,....31..6.......593927.....17....4....4.7.......8.4...7.3...6..2......8...5.86.3.,2.8
2942,.........9...5.4.85.71.86..63..1...42....5.........293.7.8....2......7.6....6.9..,2.8
2943,9....8..7.....15.6..82...1...1.......624.39..........3.8..6.3....5....7.63.8.5..2,2.8
2944,7.59.1...98...5....1.....4.3..1..8...9.47.21........7...27.3.844...6...........6.,2.8
2945,.4..6..9.6.73....4..9.5.8...3..1...6..8..2....6...4..231.7..6.........51......43.,2.8
2946,9......87...5.63....547.......8..64...42.51.8....4..2...9.53.766.....9....1......,2.8
2947,.......8...45....2...26.7......9.2.165..1...49.........638.9....75.2.........4.17,2.8
2948,78...2..1.....42..5..8..7.....4...9...4.6....37..5.8...1......2......5...23...94.,2.8
2949,..3.512........1.87.4.........5.....38..6......2..79....9......67...8.......2976.,2.8
2950,..1...65..7.4...23.8..1.......19...4.9.2..8...6...5.....57.3...947............2..,2.8
2951,.9.....465..........19..87.9..2.......6..3.1.2....7..9.6..4..........58...38....2,2.8
2952,..563..9....5..4.......1.5...69....1......7..79.4.38...8....3...2...7.......1...8,2.8
2953,.8...71....5......6....2..937.1....2..1....5....3..98...2...41..4..2.8.5....9....,2.8
2954,...3.172...92....6....8.....3.4....747.1...5......2.....8......391.........63.4..,2.8
2955,8....5..4..9.6..5...2..7...2.........4.....7..7348..9...4..6.......731........962,2.8
2956,.2.......5....8.7.9.8.1......3.8...5.9..72..8...39..62....6.15........8....7.42.6,2.8
2957,..54..3.....8..2..13...24..8.9.....2.7..5..9.3....6...4..............58.....1..7.,2.8
2958,.5.3.8.76...5......3...94.......68.9.16.......7......58...4.9.3.....1.....5......,2.8
2959,...9....1.4.....7.18.3.4..98.6.72.9.95..8............5..........6.....52...7.3.6.,2.8
2960,.94.2.......8.6..95........8.2.49..61.........6.....3....3..562...96..1...1..28..,2.8
2961,...9....23...5..6.2..6..91.8....1..7...72...3.1.....9..9........4.....2.1...7.58.,2.8
2962,........11.7..96..34..6..9.2.3..8..7.8.....3.6...7..2...64.19....5..3..........4.,2.8
2963,1.2..38.....5...1.4...7..9.......9...4...92.35.......4.2.1........2..4....76.....,2.8
2964,2.95...3..3.7.....7...8...4.96..254....91..6.........39...4.8...5...9.7..2.......,2.8
2965,7.56...8......4....94..7....6....9.8.......43..2...6.....75..2...8.3...1.432.....,2.8
2966,.......38..29........1.3.6...7...4....43.6...35...7.......9...5.4..5...2..92...1.,2.8
2967,2.5...83.9.4......8......7.6.1.9........2..4.54217......76....8.....9..3...53.42.,2.8
2968,.8...5.67..7.9.8.......2...5.6.83..9..........32.56.7.9.13....2....2.9...2..4....,2.8
2969,..9...21.5.......6.46....37..7..5..93..67...8.1..........35..8.9.3.6......4.....2,2.8
2970,6.....3.4..4..5..2.......9.....2.51.3.78......8.9...6...6..1....75.8.9......9....,2.8
2971,..872....4..1..8.9.......4.........2.9...17..81.5.........8..5.5.76......6......3,2.8
2972,.8....2....2..7....6...95..........3....3...59.8.14....1..75..6..73....8..5.8.97.,2.8
2973,1.....2...9...5..3...3....5.4..7..2....4..6.72.......9.341.....71.6..9.29..84....,2.8
2974,2.8.9..1.....1.538..1.5...9.....6..3.....87..7.2.4......9....8...6.....154....3..,2.8
